	Question	Anatomy	Cause	Complication	Diagnosis	Information	Management	Manifestation	OtherEffect	PersonOrg	Prognosis	Susceptibility	Other	NotDisease
583	What are the chances of passing osteogenesis imperfecta on to a child while pregnant? Can a vaginal delivery be perfomed or will a C-section be necessary?	0	0	0	0	0	1	0	0	0	0	1	0	0
584	What are the common symptoms of complex regional pain syndrome?	0	0	0	0	0	0	1	0	0	0	0	0	0
585	What are the current genetic tests for cystic fibrosis? How much do they cost?	0	0	0	1	0	0	0	0	0	0	0	1	0
586	What are the dietary recommendations for individuals with Barrett syndrome?	0	0	0	0	0	1	0	0	0	0	0	0	0
587	What are the early signs of cancer of the vulva if my sister has had leukoplakia there for 12 years?  Is biopsy necessary? Is there any medication for treatment of non-cancerous vulvar leukoplakia?	0	0	0	1	0	1	1	0	0	0	0	0	0
588	What are the long term effects of being on Imuran? Is it feasible that polymyositis patients can eventually be medication free for this particular autoimmune disease? What is the long term prognosis of an individual who has been diagnosed with polymyositis? I recognize that this does vary with each individual. Lastly, the anti-Jo-1 antibody blood lab ranges were modified a few years ago. How does the new system range compare to the former process?	0	0	0	0	0	1	0	0	0	1	0	0	1
589	What are the new or experimental treatments options for cri du chat syndome?	0	0	0	0	0	1	0	0	0	0	0	0	0
590	What are the presenting complaints of central post-stroke pain?	0	0	0	0	0	0	1	0	0	0	0	0	0
591	What are the presenting features of Potter syndrome type 1? How is this condition inherited? What are the associated anomalies?	0	0	0	0	0	0	1	1	0	0	1	0	0
592	What are the recommendations for palliative care for myalgic encephalomyelitis?  What are the staging levels for this illness?	0	0	0	0	1	1	0	0	0	0	0	0	0
593	What are the signs and symptoms of familial hypercholesterolemia? What genes cause this condition?	0	1	0	0	0	0	1	0	0	0	0	0	0
594	What are the signs and symptoms of systemic lupus erythematosus (SLE)?	0	0	0	0	0	0	1	0	0	0	0	0	0
595	What are the signs, symptoms, treatment, and prognosis for hypoplastic anemia?	0	0	0	0	0	1	1	0	0	1	0	0	0
596	What are the suggested treatments for Chandler's syndrome? Is it possible to treat this condition with existing laser technology? If the condition is not treated, can it spread to the other eye?	0	0	0	0	0	1	0	1	0	0	0	0	0
597	What are the symptoms and possible treatments for this disease? I have many of the symptoms of hypokalemic periodic paralysis and hyperkalemic periodic paralysis but what I have seems to me more extensive and more intense.	0	0	0	0	0	1	1	0	0	0	0	0	0
598	What are the symptoms and prognosis for individuals with CDG Ix?  We are pending tests results from an institute in Belgium to obtain a more specific diagnosis for my 13-month-old son. He has had a liver transplant at 6 months due to liver failure, coagulopathy, ascites, protein losing enteropathy (?), failure to thrive, and hypoglycemia. CT and MRI do not show any brain abnormalities.  He does not yet crawl or stand on his own, possibly because he was hospitalized for four months. I am worried about his developmental delay. He does have minimal delay in speech.	0	0	0	0	0	0	1	0	0	1	0	0	0
599	What are the symptoms of cat scratch disease?	0	0	0	0	0	0	1	0	0	0	0	0	0
600	What are the symptoms of Gilbert syndrome?	0	0	0	0	0	0	1	0	0	0	0	0	0
601	What are the symptoms of MASS syndrome? Is MASS syndrome related to Marfan syndrome?	0	0	0	0	0	0	1	1	0	0	0	0	0
602	What are the symptoms of microcystic adnexal carcinoma?	0	0	0	0	0	0	1	0	0	0	0	0	0
603	What are the symptoms of orofaciodigital syndrome type 6? How does this syndrome affect adults? What symptoms can I anticipate for my teenage son as he enters adulthood?	0	0	0	0	0	0	1	1	0	0	0	0	0
604	What are the treatments for Fanconi Bickel syndrome?	0	0	0	0	0	1	0	0	0	0	0	0	0
605	What can cause a person to have such a condition and what can one do for this condition?	0	1	0	0	0	1	0	0	0	0	0	0	0
606	What can you tell me about acute intermittent porphyria and Chester porphyria?	0	0	0	0	1	0	0	0	0	0	0	0	0
607	What causes Alport syndrome? Is it always inherited?	0	1	0	0	0	0	0	0	0	0	1	0	0
608	What causes an infant to be born with this condition? My 9 month old baby boy had surgery to repair this after months of us being told he had allergies, although it was clear he had an obstruction in his nasal cavity and he was not able to breath well since birth. Also, is this a hereditary condition? How many infants are diagnosed with this? What are the long term affects even after repair?	0	1	0	0	0	0	0	0	0	1	1	0	0
609	What causes a pineoblastoma?  Are there any risk factors for this disease?  Can it be inherited?	0	1	1	0	0	0	0	0	0	0	1	0	0
610	What causes autoimmune polyglandular syndrome type 2? Is it inherited?	0	1	0	0	0	0	0	0	0	0	1	0	0
611	What causes Binswanger's disease? How is it diagnosed? Who is most commonly affected? What are the signs and symptoms? How is it treated? What is the prognosis?	0	1	0	1	0	1	1	0	0	1	1	0	0
612	What causes Brown-Vialetto-Van Laere syndrome? Is genetic testing for this syndrome available? How can I learn more about research?	0	1	0	1	1	0	0	0	0	0	0	0	0
613	What causes Chiari malformation type 1? How can I learn about research on this topic? In particular I'm interested in learning more about the role of genetics and possible links to radiation or drug exposure.	0	1	0	0	1	0	0	0	0	0	1	0	0
614	What causes Down syndrome?	0	1	0	0	0	0	0	0	0	0	0	0	0
615	What causes Ehlers-Danlos syndrome and what are the symptoms?	0	1	0	0	0	0	1	0	0	0	0	0	0
616	What causes Erdheim-Chester disease?	0	1	0	0	0	0	0	0	0	0	0	0	0
617	What causes essential thrombocythemia? How long do you live with it? What was the oldest that live with the disorder?	0	1	0	0	0	0	0	0	0	1	0	0	0
618	What causes Ewing's sarcoma? Is it inherited? If a child is affected, are his or her siblings at risk to develop it as well?	0	1	0	0	0	0	0	0	0	0	1	0	0
619	What causes Hashimoto's encephalitis?	0	1	0	0	0	0	0	0	0	0	0	0	0
620	What causes hepatocellular carcinoma in children? Was it environmental or genetic factors?	0	1	0	0	0	0	0	0	0	0	0	0	0
621	What causes hereditary spherocytosis? How can I learn about research on this topic? In particular I'm interested in learning more about the role of genetics and possible links to radiation or drug exposure.	0	1	0	0	1	0	0	0	0	0	1	0	0
622	What causes idiopathic juxtafoveal retinal telangiectasia?	0	1	0	0	0	0	0	0	0	0	0	0	0
623	What causes mixed connective tissue disease? Is it genetic? Is it due to environmental exposures?	0	1	0	0	0	0	0	0	0	0	1	0	0
624	What causes pilomatrixomas?	0	1	0	0	0	0	0	0	0	0	0	0	0
625	What causes scleromyxedema and how is it treated?	0	1	0	0	0	1	0	0	0	0	0	0	0
626	What causes the disorder? What happens to a person suffering from Zellweger Syndrome? What may indicate a person has Zellweger syndrome? Is the disorder more commonly found in a particular population? If so, what ethnicity? What is the status of current research on the syndrome? What are some possible outcomes of Zellweger syndrome?	0	1	0	1	1	0	0	1	0	1	1	0	0
627	What causes this to happen?	0	1	0	0	0	0	0	0	0	0	0	0	0
628	What complications, if any, could happen if a person with polycystic kidney disease becomes pregnant? What are the risks to the mother and the baby?	0	0	1	0	0	0	0	0	0	0	0	0	0
629	What distinguishes Lucey-Driscoll syndrome from other causes of jaundice?  Is this condition hereditary?	0	0	0	1	0	0	0	0	0	0	1	0	0
630	What does it mean to have a chromosome 1q42.4-qter duplication?	0	0	0	0	1	0	0	0	0	0	0	0	0
631	What does myasthenia gravis do to my body?	0	0	0	0	0	0	1	0	0	0	0	0	0
632	What environmental factors can cause this? Could it be a toxin breathed in during pregnancy or something you ate or drank?	0	1	0	0	0	0	0	0	0	0	0	0	0
633	What have been the affects of TRPS in the later years in life? Does any of the other people that have it have a problem with excessive sweating? If so, is there any kind of treatment that can cure it?	0	0	0	0	0	1	0	1	0	1	0	0	0
634	What information can you provide about Floating-Harbor syndrome?	0	0	0	0	1	0	0	0	0	0	0	0	0
635	What information do you have on acromicric dysplasia? What is the prevalence? Is HGH treatment used for people with this condition, and if so, what are the results? What is the average adult height? My daughter has been diagnosed with it based upon her skeletal bone X-ray but we are in the process of going through genetic testing for it to confirm.	0	0	0	0	1	1	0	1	0	0	1	0	0
636	What information is available for Eisenmenger syndrome?	0	0	0	0	1	0	0	0	0	0	0	0	0
637	What is acute myelomonocytic leukemia and how is it best treated?  Is there any research or new treatment currently in trials that is available to treat this disease?  My father has just been diagnosed with this condition.	0	0	0	0	1	1	0	0	0	0	0	0	0
638	What is adenoameloblastoma? What causes it and how might it be treated?	0	1	0	0	1	1	0	0	0	0	0	0	0
639	What is a hemangioendothelioma?  How common is it?	0	0	0	0	1	0	0	0	0	0	1	0	0
640	What is Askin's tumor? What causes it?	0	1	0	0	1	0	0	0	0	0	0	0	0
641	What is bilateral frontoparietal polymicrogyria? What are its symptoms? How is it different from bilateral perisylvian polymicrogyria in how it presents and what symptoms we see?	0	0	0	1	1	0	1	0	0	0	0	0	0
642	What is branchiootorenal syndrome? How can I learn more about this condition? How can I find a specialist?	0	0	0	0	1	0	0	0	1	0	0	0	0
643	What is Buerger disease? Are there products other than cigarette tobacco associated with Buerger disease?	0	1	0	0	1	0	0	0	0	0	0	0	0
644	What is Canavan disease? How does it happen? Can it be treated? What is the prognosis?	0	1	0	0	1	1	0	0	0	1	0	0	0
645	What is caudal regression syndrome? What kind of therapies can we get for a child with this condition?	0	0	0	0	1	1	0	0	0	0	0	0	0
646	What is cryoglobulinemia?  How is it diagnosed?  How might it be treated?  What are the expected outcomes for individuals with cryoglobulinemia?  How common is it?	0	0	0	1	1	1	0	0	0	1	1	0	0
647	What is currently known about Hallermann-Streiff syndrome? Is there a genetic test for this condition?	0	0	0	1	1	0	0	0	0	0	0	0	0
648	What is double inferior vena cava, and how does it affect your health? How is it treated, and what is the prognosis?	0	0	0	0	1	1	0	1	0	1	0	0	0
649	What is Ehlers-Danlos syndrome vascular type? What are the symptoms and how is it treated?	0	0	0	0	1	1	1	0	0	0	0	0	0
650	What is empty sella syndrome? What are the unusual facial features associated with the syndrome?	0	0	0	0	1	0	0	1	0	0	0	0	0
651	What is epithelioid sarcoma?  Why is it difficult to diagnose?  What is the average length of time between the beginning of symptoms and diagnosis?  How rare is it?	0	0	0	1	1	0	0	0	0	0	1	1	0
652	What is familial Mediterranean fever (FMF)? Is there any connection between fibromyalgia and FMF? Has any link been established between a family history of arthritis and FMF?	0	0	0	0	1	0	0	1	0	0	0	0	0
653	What is gray platelet syndrome? My daughter has low platelet counts and I am desperate for answers.	0	0	0	0	1	0	0	0	0	0	0	0	0
654	What is HLH and what are the symptoms of this condition?	0	0	0	0	1	0	1	0	0	0	0	0	0
655	What is hypomelanosis of Ito?	0	0	0	0	1	0	0	0	0	0	0	0	0
656	What is known about monilethrix?  I was told that there isn't a cure.  Is there any research being done to discover a cure?  What type of treatment is currently available?	0	0	0	0	1	1	0	0	0	0	0	0	0
657	What is known about the inheritance of laryngomalacia?	0	0	0	0	0	0	0	0	0	0	1	0	0
658	What is Kohler disease? Also what's the difference between "osteochondrosis" and "osteonecrosis?"	0	0	0	0	1	0	0	0	0	0	0	0	0
659	What is limbic encephalitis?  I am working with a patient with this condition.	0	0	0	0	1	0	0	0	0	0	0	0	0
660	What is lipid storage myopathy?	0	0	0	0	1	0	0	0	0	0	0	0	0
661	What is Meesmann corneal dystrophy?	0	0	0	0	1	0	0	0	0	0	0	0	0
662	What is morphea and atrophoderma of Pierini and Pasini? How is atrophoderma of Pierini and Pasini treated?	0	0	0	0	1	1	0	0	0	0	0	0	0
663	What is most effective treatment and cure for lichen planopilaris?	0	0	0	0	0	1	0	0	0	0	0	0	0
664	What is mucinous adenocarcinoma of the appendix?	0	0	0	0	1	0	0	0	0	0	0	0	0
665	What is multiple familial trichoepithelioma? I was diagnosed with this condition, but no one else in my family has it. How can this be?	0	0	0	0	1	0	0	0	0	0	1	0	0
666	What is PFAPA (periodic fever, aphthous stomatitis, pharyngitis, cervical adenitis) syndrome? What causes it? Are there any support groups? Are there any research studies?	0	1	0	0	1	0	0	0	1	0	0	0	0
667	What is Poland syndrome? Does this condition cause physiologic functional impairment?	0	0	0	0	1	0	0	1	0	0	0	0	0
668	What is porokeratosis of Mibelli?  Does it spread to other parts of the body?  Can it turn malignant?  How is it treated?  What is the disease course without treatment?  Can it be transmitted to others?  If so, how is it transmitted?	1	0	1	0	1	1	0	0	0	1	1	0	0
669	What is reflex sympathetic dystrophy?	0	0	0	0	1	0	0	0	0	0	0	0	0
670	What is Shwachman-Diamond syndrome and what causes it?	0	1	0	0	1	0	0	0	0	0	0	0	0
671	What is sialidosis type I? How might this condition be treated?	0	0	0	0	1	1	0	0	0	0	0	0	0
672	What is Sommer Hines syndrome? How can I learn more about treatment?	0	0	0	0	1	1	0	0	0	0	0	0	0
673	What is the average life expectancy of an individual with methylmalonic aciduria? I understand it is a rare disease and that all cases are different. And how many cases of cobalamin C deficiency are there in the U.S.?	0	0	0	0	0	0	0	0	0	1	1	0	0
674	What is the best pain management regimen for a 50-year-old with hemoglobin sickle-beta thalassemia experiencing sickle cell crisis? Lately, the onset has become more frequent, about every three months. Is this normal?	0	0	0	0	0	1	0	0	0	1	0	0	0
675	What is the best treatment and are there any dietary changes I should make? Are there any trials?	0	0	0	0	0	1	0	0	0	0	0	0	0
676	What is the best treatment for a 3 year old who has arginase deficiency?  And what is the prognosis?	0	0	0	0	0	1	0	0	0	1	0	0	0
677	What is the best treatment for Rosai-Dorfman? A biopsy was done about 2 years ago. The doctor is considering radiation therapy. I have a lesion deep in my pelvic bone.	0	0	0	0	0	1	0	0	0	0	0	0	0
678	What is the cause of Vogt-Koyanagi-Harada syndrome?	0	1	0	0	0	0	0	0	0	0	0	0	0
679	What is the chance for children with Klumpke paralysis to recover arm and hand strength and mobility? How might Klumpke paralysis be treated? Will surgery benefit my child?	0	0	0	0	0	1	0	0	0	1	0	0	0
680	What is the chance of having another child with Angelman syndrome if a mother has a translocation of chromosomes 15 and 7? Is there additional genetic testing that could be performed?	0	0	0	1	0	0	0	0	0	0	1	0	0
681	What is the chance that a sibling of a child with Diamond-Blackfan anemia will also have the condition in a family with no prior history of Diamond-Blackfan anemia?	0	0	0	0	0	0	0	0	0	0	1	0	0
682	What is the current understanding of the risk for developing multiple myeloma among first degree relatives of an affected person? For example, if a parent has been diagnosed with multiple myeloma, what is the risk to a child?	0	0	0	0	0	0	0	0	0	0	1	0	0
683	What is the difference between a epithelioid sarcoma and a lipoma or liposarcoma?	0	0	0	1	0	0	0	0	0	0	0	0	0
684	What is the difference between cryoglobulinemia and cold agglutinin disease?	0	0	0	1	0	0	0	0	0	0	0	0	0
685	What is the difference between Roberts syndrome and tetra-amelia syndrome? How can my condition be diagnosed?	0	0	0	1	0	0	0	0	0	0	0	0	0
686	What is the difference between uterine adenosarcoma and uterine adenocarcinoma?  Or are they the same thing?  I'm trying to research this diagnosis and keep seeing these phrases used interchangeably.	0	0	0	1	1	0	0	0	0	0	0	0	0
687	What is the expected life span of a person with this chromosome deletion? I am very concerned about my grandson who has this deletion and lately seems to be sick a lot. He has always had a lot of sickness, but now it seems to be more often. He is 20 years old.	0	0	0	0	0	0	0	0	0	1	0	0	0
688	What is the incidence of amniotic band syndrome? Where can I find information about clinical trials?	0	0	0	0	1	0	0	0	0	0	1	0	0
689	What is the incidence of congenital fiber type disproportion? Is it considered a rare disease?	0	0	0	0	0	0	0	0	0	0	1	0	0
690	What is the incidence of Melkersson-Rosenthal syndrome? How many cases have been reported in India?	0	0	0	0	0	0	0	0	0	0	1	0	0
691	What is the incidence of pityriasis lichenoides et varioliformis acuta (PLEVA) in the United States? How often does PLEVA turn into something more serious?	0	0	0	0	0	0	0	0	0	0	1	1	0
692	What is the life expectancy for 22q13.3 deletion syndrome?	0	0	0	0	0	0	0	0	0	1	0	0	0
693	What is the life expectancy for a baby with semi-lobar holoprosencephaly? What are the most common defects?	0	0	0	0	0	0	0	1	0	1	0	0	0
694	What is the life expectancy for a child with Dravet syndrome? Other main characteristics?	0	0	0	0	0	0	1	0	0	1	0	0	0
695	What is the life expectancy for FG syndrome?	0	0	0	0	0	0	0	0	0	1	0	0	0
696	What is the life expectancy for individuals with optic atrophy 1?	0	0	0	0	0	0	0	0	0	1	0	0	0
697	What is the life-expectancy for individuals with protein S deficiency?	0	0	0	0	0	0	0	0	0	1	0	0	0
698	What is the life expectancy for infants diagnosed with Waldmann disease?	0	0	0	0	0	0	0	0	0	1	0	0	0
699	What is the life expectancy for someone with purine nucleoside phosphorylase deficiency?	0	0	0	0	0	0	0	0	0	1	0	0	0
700	What is the life expectancy for someone with Wolf-Hirschhorn syndrome?	0	0	0	0	0	0	0	0	0	1	0	0	0
701	What is the life expectancy of a child with VLCAD deficiency? Who are the best doctors in the United States for this condition? I was told that my child has one mutated gene and one with significant variables. Does that mean she has the condition?	0	0	0	1	0	0	0	0	1	1	0	0	0
702	What is the life expectancy of an adult with Sturge-Weber syndrome?	0	0	0	0	0	0	0	0	0	1	0	0	0
703	What is the life expectancy of an individual with Costello syndrome?	0	0	0	0	0	0	0	0	0	1	0	0	0
704	What is the life expectancy of individuals with Cornelia de Lange syndrome?	0	0	0	0	0	0	0	0	0	1	0	0	0
705	What is the life expectancy of someone born with chondrodysplasia punctata 1, X-linked recessive (CDPX1)? What are the odds of getting CDPX1? What research is being done at present regarding CDPX1?	0	0	0	0	1	0	0	0	0	1	1	0	0
706	What is the life expectancy of someone with POEMS syndrome?  I was diagnosed when I was in my 50s.  I am currently taking Revlamid.  I walk with a walker and I have had many skin sores.	0	0	0	0	0	0	0	0	0	1	0	0	0
707	What is the long-term prognosis of tracheobronchomalacia?	0	0	0	0	0	0	0	0	0	1	0	0	0
708	What is the name of the blood test used to diagnose Lynch syndrome?	0	0	0	1	0	0	0	0	0	0	0	0	0
709	What is the name of the test that would be used to diagnose this condition? Is there more than one test? Most importantly, how accurate is this test for both positive and negative results?	0	0	0	1	0	0	0	0	0	0	0	0	0
710	What is the oldest a person with this condition is known to live for?	0	0	0	0	0	0	0	0	0	1	0	0	0
711	What is the outlook for people with autoimmune hemolytic anemia?	0	0	0	0	0	0	0	0	0	1	0	0	0
712	What is the prevalence of calciphylaxis in the United States of America?	0	0	0	0	0	0	0	0	0	0	1	0	0
713	What is the prognosis for individuals affected by idiopathic pulmonary hemosiderosis? Will a cure become available? Can the disease become terminal?	0	0	0	0	0	1	0	0	0	1	0	0	0
714	What is the prognosis for individuals affected by sixth nerve palsy?	0	0	0	0	0	0	0	0	0	1	0	0	0
715	What is the prognosis for individuals diagnosed with Brugada syndrome?	0	0	0	0	0	0	0	0	0	1	0	0	0
716	What is the prognosis for individuals with femoral facial syndrome, especially regarding mobility? What is the life expectancy for this condition? Can the condition be passed on to one's children?	0	0	0	0	0	0	0	0	0	1	1	0	0
717	What is the prognosis for Pitt-Hopkins syndrome?	0	0	0	0	0	0	0	0	0	1	0	0	0
718	What is the prognosis or life expectancy for people diagnosed with melorheostosis?	0	0	0	0	0	0	0	0	0	1	0	0	0
719	What is the recommended follow up or management of AFAP after the colon has been removed? The small intestine is connected to the rectum. I have had polyps in the rectum and also in the stomach since the colon was removed. How often do I need to do follow up tests to make sure nothing is growing in there?	0	0	0	0	0	1	0	0	0	0	0	0	0
720	What is the recurrence risk in another pregnancy?	0	0	0	0	0	0	0	0	0	1	0	0	0
721	What is the right name for epidermolytic hyperkeratosis? Is anyone doing research on this disease? Is there a cure?	0	0	0	0	1	1	0	0	0	0	0	0	0
722	What is the treatment for Jacobsen syndrome? Our 6 month old baby was diagnosed with this last week.	0	0	0	0	0	1	0	0	0	0	0	0	0
723	What is the treatment? Is there a way to improve the bone growth?	0	0	0	0	0	1	0	0	0	0	0	0	0
724	What is the treatment or remedy of mixed connective tissue disorder?	0	0	0	0	0	1	0	0	0	0	0	0	0
725	What is the treatment protocol for amelogenesis imperfecta? Is fluoride supplementation useful for "hardening" the enamel of the teeth of individuals affected by this condition?	0	0	0	0	0	1	0	0	0	0	0	0	0
726	What is this exactly and how does it effect someone?	0	0	0	0	1	0	0	1	0	0	0	0	0
727	What is this? Why do I have it? I just had a baby and found out I had it. My sister also just had a baby and has it too. Will we be okay?	0	1	0	0	1	0	0	0	0	1	0	0	0
728	What is tubular aggregate myopathy?	0	0	0	0	1	0	0	0	0	0	0	0	0
729	What is Wiskott Aldrich syndrome and what does it do to the body?	0	0	0	0	1	0	0	1	0	0	0	0	0
730	What kind of disease is this? What impact will it have on my life? Where did it come from? I don't understand how I got this 'rare' disease and don't know anything about it.  Could you please help me understand? I would like to be in a research study. How can I find one?	0	0	0	0	1	0	0	0	1	1	1	0	0
731	What kind of vision loss is associated with Charcot-Marie-Tooth disease?	0	0	0	0	0	0	0	1	0	0	0	0	0
732	What lung conditions are commonly associated with yellow nail syndrome? How are they treated?	0	0	0	0	0	1	0	1	0	0	0	0	0
733	What medications and/or treatments can I use for this condition? The itching is driving me crazy. At the moment I take anti-histamines, would PUVA treatments help? Will this condition ever leave?	0	0	0	0	0	1	0	0	0	1	0	0	0
734	What medicines have been successfully used other than Cytoxan and Prednisone for primary angiitis of the central nervous system? I've been diagnosed since 2009 and these medicines have compromised my lung.	0	0	0	0	0	1	0	0	0	0	0	0	0
735	What methods have been used to successfully treat idiopathic hypersomnolence? Is modafinil still the preferred treatment?	0	0	0	0	0	1	0	0	0	0	0	0	0
736	What percentage of patients with Alström syndrome become deaf? What is the average age of deafness?	0	0	0	0	0	0	0	0	0	1	0	0	0
737	What percentage of patients with Wolff Parkinson White syndrome have Ebstein's anomaly?	0	0	0	0	0	0	0	0	0	0	1	0	0
738	What percentage of people with thrombotic thrombocytopenic purpura (TTP) experience a relapse of symptoms following treatment?	0	0	0	0	0	0	0	0	0	1	0	0	0
739	What symptoms might I get from this condition and how does this affect my testosterone level?	0	0	0	0	0	0	1	1	0	0	0	0	0
740	What testing is available to distinguish between the different types of achondrogenesis? What is the chance of having another child with this condition?	0	0	0	1	0	0	0	0	0	0	1	0	0
741	What tests will my doctor order to confirm if I have Huntington disease?	0	0	0	1	0	0	0	0	0	0	0	0	0
742	What treatment options are available for myoepithelial carcinoma?  Is there a clinical trial for treatment of this cancer?	0	0	0	0	0	1	0	0	0	0	0	0	0
743	What treatments are available for hereditary neuropathy with liability to pressure palsy?	0	0	0	0	0	1	0	0	0	0	0	0	0
744	What treatments are available for ovarian small cell carcinoma? What specific drugs have been successfully used for chemotherapy? Are there any clinical trials?	0	0	0	0	1	1	0	0	0	0	0	0	0
745	What types of treatments are there for Cowden syndrome? Should treatment begin right after diagnosis or is there a waiting period?	0	0	0	0	0	1	0	0	0	0	0	0	0
746	What would cause 2 children of the same family to have this disease, and how common is it?	0	1	0	0	0	0	0	0	0	0	1	0	0
747	When a person has an autosomal recessive condition like glycogen storage disease type VI, what is the likelihood that their child will have the disorder?	0	0	0	0	0	0	0	0	0	0	1	0	0
748	When I bend over and straighten up my spine feels like its ripping open. Is this part of the disorder?	0	0	0	0	0	0	0	1	0	0	0	0	0
749	When I was about 8-years-old, I was hospitalized due to encephalitis lethargica. I was extremely ill and it took me a long time to recover. Last May, I was diagnosed with a benign meningioma. Could my childhood illness be related to the development of my tumor? Are there any documented cases of meningioma in other survivors of encephalitis lethargica?	0	0	0	0	0	0	0	1	0	0	0	0	0
750	When my second daughter was born last year, I noticed that she had a small bald patch the size of a coin. I am afraid that she might have aplasia cutis congenita. Can you provide me with information about this condition?	0	0	0	0	1	0	0	0	0	0	0	0	0
751	When staging Merkel cell carcinoma with sentinel lymph node biopsy, is the use of a tracer as effective as blue dye for identifying the sentinel lymph node?  What is the role of Mohs surgery for treating Merkel cell carcinoma?	0	0	0	1	0	1	0	0	0	0	0	0	0
752	When was bilateral Goldenhar named? What case initiated this name? What is the correct percentage of people with Goldenhar and bilateral Goldenhar US and Worldwide?	0	0	0	0	0	0	0	0	0	0	1	1	0
753	Where and who do I turn to get the help that my daughter needs? What medications are used for this? How long before it will go into remission? How much can be expected of a person that has this and it is not in remission?	0	0	0	0	0	1	0	0	1	1	0	0	0
754	Where can confirmatory testing for Tangier disease be performed? How might this condition be treated?	0	0	0	0	0	1	0	0	1	0	0	0	0
755	Where can I find a doctor for tarsal carpal coalition syndrome in Mississippi or Alabama?	0	0	0	0	0	0	0	0	1	0	0	0	0
756	Where can I find a good description of Wyburn Mason's syndrome?	0	0	0	0	1	0	0	0	0	0	0	0	0
757	Where can I find a recommended doctor to treat my nephew with Kyphomelic Dysplasia?	0	0	0	0	0	0	0	0	1	0	0	0	0
758	Where can I find information about the symptoms of hereditary cerebral hemorrhage with amyloidosis - Dutch type?	0	0	0	0	0	0	1	0	0	0	0	0	0
759	Where can I find information on National Institutes of Health (NIH) funding for rare diseases, specifically retinitis pigmentosa? I am also looking for information on the cost of having this condition and current research projects. How many people have retinitis pigmentosa in the United States?	0	0	0	0	1	0	0	0	0	0	1	1	0
760	Where can I find the latest information about genetic testing for bipolar disorder?	0	0	0	1	0	0	0	0	0	0	0	0	0
761	Where can I get a complete list of all genes that have been associated with Crohn's disease?	0	1	0	0	0	0	0	0	0	0	0	0	0
762	Where can I get information on cystic fibrosis carrier screening and the official recommendations for pregnant women?	0	0	0	1	0	1	0	0	0	0	0	0	0
763	Where is the gene responsible for Hutchinson-Gilford progeria syndrome located?	1	0	0	0	0	0	0	0	0	0	0	0	0
764	Why does it appear that hemolysis occurs mostly at night?	0	0	0	0	0	0	0	1	0	0	0	0	0
765	Will Fabry disease affect a transplanted kidney? Previous to the transplant the disease was being managed with an enzyme supplement. Will the enzyme supplement need to be continued? What are, if any, cautions or additional treatments required to manage the disease with a transplanted kidney?	0	0	0	0	0	1	0	1	0	0	0	0	0
766	Would the toes being bent down and not wanting to come up be part of this disease? I also have one knee that is in constant pain and doesn't want to lay flat anymore. I was told a few years ago that this disease runs in my family. I haven't mentioned it yet to my family physician as I just remembered it and wanted to get some more info about this disease.	0	0	0	0	1	0	0	1	0	0	0	0	0
