	id	qid1	qid2	question1	question2	is_duplicate
173	7090	7090	7090	This patient's blood sugar is fine, but her father has Type 2 diabetes and several nieces and nephews have Type 1 diabetes.  The patient has one daughter.  The question is, how frequently should she (the daughter) be screened for diabetes.	If a child has a family history of Type 1 diabetes, how often should they be screened?	1
174	3582	3582	3582	Is it okay to give pain medication to a patient with acute undiagnosed abdominal pain?	Should I wait until baby certain age before I do renal ultrasound for single umbilical artery?	0
175	1017	1017	1017	What is the dose of nasal ipratropium?	How should I treat polymenorrhea in a 14-year-old girl?	0
176	7336	7336	7336	"Newborn at 38-weeks gestation, term, Cesarean section for fetal distress, uncontrolled diabetic.  Oximeter was 50, not tachypneic, no murmur.  I (investigator) prompted, ""So the question was, what's causing the low oxygen saturations""?  The physician said, ""Yes, my partner said, 'I didn't have any idea what was going on.'"""	Patient with hypertension and abdominal bruit.  Should I order an intravenous pyelogram?	0
177	5081	5081	5081	What drugs should patients with heart failure be on unless contraindicated, besides diuretics?	What drugs should patients with heart failure be on unless contraindicated?	1
178	5705	5705	5705	50-year-old woman with Helicobacter pylori on biopsy at time of upper endoscopy.  The question is how to treat this.	How should I treat her Helicobacter pylori?	1
179	4676	4676	4676	Is the mini-pill (progesterone only oral contraceptive) safe to use while breast feeding?	Let's give these immunizations.  That's right isn't it?	0
180	4932	4932	4932	How do you dose Augmentin and amoxicillin when you give them twice a day (BID)?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	0
181	268	268	268	What shots do I need to go to Egypt?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
182	5968	5968	5968	5-year-old boy with cough, possibly pertussis.  What is the dose of erythromycin for pertussis?	What is the dose of erythromycin?	1
183	2629	2629	2629	What is the likely cause of hematuria (microscopic) in a 5-year-old boy whose father had gross hematuria in high school and college when he ran?	What is the likely cause of microscopic hematuria in a 5-year-old boy whose father had gross hematuria in high school?	1
184	7924	7924	7924	What is the duration of breast feeding?	Is Serzone okay to give to with a partial gastrectomy; that is, will it be absorbed?	0
185	5132	5132	5132	What would cause an elevated free thyroxine (T4) and a normal thyroid stimulating hormone (TSH) (on or off replacement)?	What would cause an elevated free thyroxine and a normal thyroid stimulating hormone?	1
186	390	390	390	What are the New York Heart Association classes I - IV?  Where is an explanation of these?	What are New York Heart Association classes I - IV? Where to find explanation?	1
187	3652	3652	3652	What should you do with AGUS (atypical glandular cells of undetermined significance)?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	0
188	6389	6389	6389	42-year-old man.  Is he diabetic is the question.  He has impaired fasting glucose (114).  He had a 2-hour-glucose-tolerance test and his fasting was 109, one hour 212 (inadvertently done, I just wanted fasting and two hour), and 2 hour was 66.  Glycosylated hemoglobin was about 5.	What is the dose of Trilisate?	0
189	217	217	217	"43 year-old female has had rash for approximately 1 year, has gotten worse. ""What is the cause of this rash?""  He said he knew what it was but needed to know the name of it - 3rd book he looked at finally had a good picture."	Forty-three-year-old woman has had rash for approximately one year, gotten worse. What is the name of it?	1
190	3887	3887	3887	What can you do to optimize renal function, prevent worsening renal failure, and be sure you are not missing a treatable cause?	Regarding doxycycline, what are the limits on drinking milk products?	0
191	252	252	252	Is this male child depressed?  Child's counselor thinks Ritalin is stimulating him and suggested he shouldn't be on it. Dr. X thought he looked the best he has looked while on Ritalin but took him off and started him on Prozac.	Obstetric patient, 39 weeks had a little sore, ? herpes.  How long after she heals is it safe to do a vaginal delivery?	0
192	2545	2545	2545	What is the difference in price and otherwise between Cardizem, Cardizem CD and Cardizem SR?	What is the difference in price and otherwise between Cardizem, Cardizem CD and Cardizem SR?	1
193	6965	6965	6965	In the context of Hispanic or Vietnamese non-English speakers, can you simply translate the Folstein Mini Mental State Exam or are there cultural differences that would also make a difference?	How should I treat polymenorrhea in a 14-year-old girl?	0
194	5975	5975	5975	"11-year-old with a wart on the hand.  The question is ""Is this a dermatology referral or we should do something else here or what?"""	Could Procardia or Mevacor cause tinnitus?	0
195	3435	3435	3435	What would cause urinary retention in an elderly woman?	What to do with this patient, biopsy shows carcinoma in situ of the vulva?	0
196	1575	1575	1575	Is there a generic form of Zantac?	Is there a generic form of Zantac?	1
197	1156	1156	1156	45-year-old man admitted today, now in hospital, seen by tertiary care center visiting cardiologist today.  Do you use intravenous nitroglycerine on everybody, even if you only need low dose, or is paste okay?	Do you use intravenous nitroglycerine on everybody, even if you only need low dose, or is paste okay?	1
198	1936	1936	1936	Why does this patient have hair loss?	Why does this patient have hair loss?	1
199	469	469	469	What do you do when someone has no insurance and has almost no money to buy Chemstrips?	What do you do when someone has no insurance and no money to buy Chemstrips?	1
200	763	763	763	What is the return on lumbosacral spine films for a patient with sciatica?	What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)	0
201	8050	8050	8050	How do you treat an Escherichia coli urinary tract infection?	How do you treat an Escherichia coli urinary tract infection?	1
202	514	514	514	How do you deal with a patient who is going South next week for the winter and she needs a follow up thyroid function test in 6 weeks?	How should I treat polymenorrhea in a 14-year-old girl?	0
203	2612	2612	2612	What is the current recommended immunization schedule for well babies?  Specifically, should children get a total of three Hemophilus immunizations or four?	Let's give these immunizations.  That's right isn't it?	0
204	1356	1356	1356	She has a 2-month-old tibial plateau fracture and is overweight.  The question is whether to let her start bearing weight on it.	Two month old tibial plateau fracture, overweight. Should she start bearing weight?	1
205	6450	6450	6450	"The study physician wrote this:  ""49-year-old man. (1) how best to diagnose fatty liver? (does this man's morbid obesity and isolated alanine aminotransferase elevation qualify) (2) how much workup is necessary?  (3) any management available other than weight loss?"	Why can't this woman hear after otitis media, now normal tympanic membrane's and move well?	0
206	3193	3193	3193	How do you treat vitiligo?	How do you treat vitiligo?	1
207	8436	8436	8436	Should I use Comvax for an older child who is behind in immunizations?	Should I use Comvax for an older child?	1
208	2277	2277	2277	What is cerebral palsy?  How do you diagnose and treat it?  What is the etiology?  What is the pathogenesis?	What is cerebral palsy?	1
209	611	611	611	Patient going to Cancun.  Does he need Hepatitis A vaccine?	How should I treat polymenorrhea in a 14-year-old girl?	0
210	5960	5960	5960	"9-year-old boy with self-injurious behaviors.  The question is, ""What would be an appropriate short acting sedative?"""	What would be an appropriate sedative?	1
211	761	761	761	How long should I treat a knee injury with conservative measures before referring to an orthopedic surgeon?  (contusion of right patella)	What size pills does digoxin come in?	0
212	5225	5225	5225	In patients with gastroesophageal reflux disease (GERD), should you check a Helicobacter pylori titer (and treat if positive)?	Patient with bigeminy and trigeminy.  Should I treat these?	0
213	1322	1322	1322	Has tetanus toxoid changed in the last 30 years?  He had a febrile reaction at age 8 and has not had any tetanus shots since then.  I suspect he got the (diphtheria-pertussis-tetanus vaccine) DPT.	Has tetanus toxoid changed in the last 30 years? Had a febrile reaction at age 8.	1
214	2647	2647	2647	What is Still's disease?	What is Still's disease?	1
215	5298	5298	5298	What is glatiramer (Copaxone)?  A treatment for multiple sclerosis.	What is glatiramer?	1
216	5651	5651	5651	38-year-old female with intertrigo.  The question is, what is the current treatment for intertrigo?	What is the treatment for intertrigo?	1
217	8425	8425	8425	What are the findings for herpes infection in the newborn?	What are the findings for herpes infection in the newborn?	1
